Price,Close,High,Low,Open,Volume
Ticker,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS
Date,,,,,
2020-02-04,383.19525146484375,393.75146484375,380.875732421875,393.75146484375,61927
2020-02-05,383.24261474609375,391.66864013671875,379.64495849609375,382.4851989746094,15121
2020-02-06,378.79290771484375,385.0887451171875,376.3786926269531,380.11834716796875,7725
2020-02-07,379.3135986328125,382.2958679199219,370.1775207519531,373.9645080566406,12078
2020-02-10,375.7633056640625,381.4911193847656,373.5384521484375,379.3135986328125,60732
2020-02-11,371.3609313964844,376.8047180175781,365.44378662109375,374.9585876464844,61017
2020-02-12,368.8520812988281,372.0710144042969,366.674560546875,371.124267578125,84495
2020-02-13,367.1005859375,369.23077392578125,364.4970397949219,368.99407958984375,19564
2020-02-14,360.56805419921875,369.23077392578125,356.9230651855469,365.68048095703125,178575
2020-02-17,362.98223876953125,368.99407958984375,351.66864013671875,360.75738525390625,9624
2020-02-18,362.79290771484375,366.2958679199219,356.6390380859375,363.88165283203125,6354
2020-02-19,362.6035461425781,366.1538391113281,357.9171447753906,363.5029602050781,30707
2020-02-20,362.2721862792969,363.7869873046875,351.573974609375,359.7633056640625,14304
2020-02-24,366.8165588378906,369.1361083984375,355.8343200683594,358.4378662109375,31987
2020-02-25,362.6035461425781,366.3905334472656,359.7633056640625,363.9289855957031,14927
2020-02-26,362.55621337890625,364.44970703125,354.55621337890625,359.8580017089844,25559
2020-02-27,362.65087890625,364.44970703125,356.35504150390625,362.4142150878906,21624
2020-02-28,359.7633056640625,361.0887451171875,347.3135986328125,360.6153869628906,25890
2020-03-02,355.976318359375,362.13018798828125,347.1716003417969,359.7159729003906,31144
2020-03-03,358.3905334472656,361.5621337890625,348.9704284667969,359.7159729003906,28797
2020-03-04,355.64495849609375,364.44970703125,350.53253173828125,359.90533447265625,34294
2020-03-05,355.0295715332031,359.573974609375,344.4733581542969,355.0295715332031,26631
2020-03-06,349.775146484375,357.3964538574219,340.8283996582031,340.8283996582031,4949
2020-03-09,340.9704284667969,348.54437255859375,332.35504150390625,336.56805419921875,20778
2020-03-11,335.4792785644531,354.0354919433594,329.75146484375,341.775146484375,20559
2020-03-12,298.4615478515625,331.3609313964844,295.1479187011719,331.3609313964844,18532
2020-03-13,290.79290771484375,321.89349365234375,274.55621337890625,274.55621337890625,12719
2020-03-16,260.0710144042969,284.5917053222656,255.57395935058594,277.3964538574219,20909
2020-03-17,247.1952667236328,265.3727722167969,241.9881591796875,247.28994750976562,87031
2020-03-18,221.775146484375,254.5798797607422,217.79881286621094,248.42604064941406,30819
2020-03-19,213.15975952148438,221.58580017089844,203.6923065185547,217.75148010253906,13823
2020-03-20,198.20118713378906,221.72781372070312,191.8579864501953,213.1124267578125,13223
2020-03-23,183.14793395996094,216.8047332763672,179.0295867919922,180.82839965820312,23826
2020-03-24,177.51478576660156,184.56805419921875,164.875732421875,178.93490600585938,19868
2020-03-25,191.95266723632812,195.26626586914062,165.6804656982422,170.41419982910156,6433
